raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
92207,сыр плавленый,Дружба,True,ООО «РостАгроКомплекс»,400г,55%,,Сыр плавленый Дружба 55% Ростагроэкспорт 400г
241764,биойогурт обог б/б лесныя ягоды,Активиа,True,"ООО ""Данон Индустрия""",150г,2.9%,,Биойогурт обог.б/б Активия 2.9% лесныя ягоды 150г
243069,соус якитори для курицы,Sen Soy,True,"ООО ""Состра""",120г,,,Соус Sen Soy Якитори для курицы 120г
204544,кетчуп цыганский,Балтимор,True,ООО «Юнилевер Русь»,330г,,,Кетчуп Балтимор Цыганский 330г
118311,чай трюффле блек ти/черн с аром трюфеля,Curtis,True,,25x2г,,,Чай Кертис Трюффле Блек Ти/черн с аром трюфеля 25x2г
137862,сыр российский,Laime,True,,240г,50%,,Сыр Лайме Российский 50% 240г
128191,икра трески,Морской Котик,True,ООО «Парус»,240г,,,Икра трески 240г Морской Котик
55833,крыло цыпленка 2 фаланги зам,Ярославский Бройлер,True,"ООО ""Ярославский Бройлер"", Россия",кг,,,Крыло цыпленка 2 фаланги зам. Ярославский Бройлер. кг
46009,балык воронежский к/в,ДЫМОВ,True,,1кг,,в/у,"Балык Воронежский к/в, в/у 1кг Дымов"
421263,молоко пастер свежее,Большая кружка,True,"ООО ""ГАЛАКТИКА""",500г,"2,5%",,"Молоко пастер Большая кружка Свежее 2,5% 500г"
113339,огурцы маринованные,Валдайский погребок,True,"ЗАО ""Валдай""",1450г,,,Огурцы Валдайский погребок маринованные 1450г
108601,кофе молотый эспрессо fp,Роскафе,True,"ООО ""ЦЕНТАВР"", Россия",100г,,,Кофе молотый Роскафе Эспрессо 100г FP
243639,сырок глазир какао,Ростагроэкспорт,True,ООО «РостАгроКомплекс»,45г,23%,,Сырок глазир Ностальгия какао 23% 45г
169213,форель филе-кусок подкопч,Санта-Бремор,True,"СП ""Санта Бремор""",200г,,в/у,Форель Санта Бремор филе-кусок подкопч 200г в/у
90294,яйцо куриное со,О'КЕЙ,True,,,,10шт,Яйцо ОКЕЙ куриное СО 10шт
90281,яйцо куриное со пользики,Роскар,True,,,,6шт,Яйцо куриное СО Пользики Роскар 6шт
148851,кофе растворимый моккa с прибором,Ле Кафе,True,,190г,,,Кофе растворимый Ле Кафе Моккa с прибором 190г
110295,смесь салатная вита микс,Не Бренд,True,,200г,,уп,"Смесь салатная Вита Микс ""Белая Дача"" 200г, уп"
201522,сыр мягкий,MLEKARA SABАС,True,"Koncern ''Farmakom M,B,''",100гр.,60% жирности,,Сыр    мягкий Сырко . 60% жирности. 100гр.
243811,лапша соус/кусочки говядины,Биг Ланч,True,"ООО ТПК ""Биофуд""",110г,,,Лапша БигЛанч соус/кусочки говядины 110г
523307,масло олив e v,ITLV,True,ACEITES BORGES,500мл,,ж/б,Масло олив ITLV E.V. 500мл ж/б
199921,сыр брынза,PRESIDENT,True,"Somboled d,o,o,",250г,48%,,Сыр Брынза Президент 250г 48%
46894,огурцы среднеплодные,Не Бренд,,,кг,,,"Огурцы среднеплодные, кг"
122489,паштет печеночный,Hame,True,"ЗАО ""ХАМЕ ФУДС""",117г,,ж/б,Паштет Hame печеночный 117г ж/б
51327,сардельки рублевские говяжьи люкс н/о рублёвский,Не Бренд,,,1 кг,,,"Сардельки Рублевские Говяжьи Люкс н/о ""Рублёвский"" 1 кг"
243956,сырные палочки в панировке,Золотой Петушок,,"ООО ""Продукты питания Комбинат""",300г,,,Сырные палочки в панировке 300г
159787,котлеты куриные,Не Бренд,True,,кг,,,Котлеты куриные Лакомка Ярославский Бройлер. кг
305675,сок зеленое яблоко,Мой,True,"ОАО ""Сады Придонья"", Россия",0.2л,,т/пак,Сок Мой зеленое яблоко 0.2л т/пак
132901,сметана,ПРОСТОКВАШИНО,True,"ОАО ""Компания ЮНИМИЛК""",180г,15%,стакан,Сметана Простоквашино 15% 180г стакан
78178,продукт творож крем-брюле,DANONE,True,"ООО ""Данон Индустрия""",130г,"4,6%",,"Продукт творож Даниссимо 4,6%130г крем-брюле"
43296,кижуч стейк с/м,Не Бренд,True,,кг,,п/пак,Кижуч стейк  с/м. кг Ленморепродукт п/пак
407495,чай черный дамский каприз,Maitre,True,"ООО ""Современные чайные технологии""",100г,,ж/б,Чай Мэтр черный Дамский каприз 100г ж/б
244580,напиток к/м с соком черная/красная смородина,Имунеле,True,"ОАО ""Вимм-Билль-Данн""",100г,1.2%,,Напиток к/м с соком Имунеле 1.2% 100г черная/красная смородина
554927,масло олив aceite de oliva,Ybarra,True,ACEITES YBARRA,750мл,,,Масло олив. Ybarra Aceite de oliva 750мл
137857,сыр тильзитер,Laime,True,,240г,50%,,Сыр Лайме Тильзитер 50% 240г
312770,масло олив e v,Borges,True,ACEITES BORGES,750мл,,ст/б,Масло олив Borges E.V. 750мл ст/б
66376,сыр плавленый сэндвич ломтик,Hochland,True,"ООО ""ХОХЛАНД РУССЛАНД""",150г,,,Сыр плавленый HOCHLAND Сэндвич 150г ломтик
143586,кальмар командорский натуральный тушка,Морской Котик,True,ООО «ПОЛАР БРИЗ»,130г,,,Кальмар командорский натуральный тушка Морской Котик 130г
243484,сыр плавл сливочный,PRESIDENT,True,Лакталис Истра,50г,,,Сыр плавл. Президент сливочный 50г
113336,компот из алычи,Валдайский погребок,True,"ЗАО ""Валдай""",750г,,,Компот из алычи Валдайский погребок 750г
333702,масло олив e v,Maestro de Oliva,True,«Olive Line» S. L.,500мл,,ст/б,Масло олив E.V. Maestro de Oliva 500мл ст/б
244630,шоколад молочный фундук,DOVE,True,"ООО ""Марс""",100г,,,Шоколад Dove молочный Фундук 100г
95462,пюре картоф,Роллтон,True,ПОЛИМЕР,240г,,,Пюре картоф. Роллтон 240г
120640,сыр плавленый сливочный,Rokler,True,ООО Ястро,140г,,,Сыр плавленый Rokler Сливочный 140г
158426,продукт йогур нежный с соком лесная ягода,Campina,,"ООО ""Кампина""",100г,"1,2%",,"Продукт йогур. Нежный с соком Лесная ягода 1,2% 100г"
241297,колбаса в/к сервелат,Клинский МК,True,"ОАО ""Мясокомбинат Клинский""",кг,,,Колбаса в/к Сервелат Клинский МК. кг
178864,чай зеленый листовой император,ТЕТ,True,SUN GENERATION LIMITED,100г,,,Чай зеленый ТЕТ листовой Император 100г
105438,творог,VALIO,True,"ООО ""Эрман""",180г,0.1%,,Творог Valio 0.1% 180г
598280,грудинка дворянская к/в,КампоМос,True,"ООО""ПИТ-ПРОДУКТ""",100г,,нарезка,Грудинка Дворянская к/в 100г нарезка КампоМос
556632,нектар манго,SWELL,True,"ООО ""Производственная компания ""ЛИДЕР""""""""""",0.75л,,ст/б,Нектар SWELL манго 0.75л ст/б
178933,Хлебцы овсяные,Хлебцы-Молодцы,True,"ЗАО""Молодец""",100г,,,Хлебцы-Молодцы Овсяные 100г
206146,шампиньоны отборные резаные,Lutik,True,Xiamen Ovisen I/E Co. Ltd,200г,,,Шампиньоны отборные резаные 200г Lutik
290328,напиток энергетический б/а газ,Red Bull,True,Rauch Fruchtsafte GmbH&Co.,0.33л,,пэт,Напиток Red Bull энергетический б/а газ 0.33л ПЭТ
107791,гот завтрак шоколад шарики,Nestle,True,"ООО ""Сириал партнерс Рус""",375г,,,Гот.завтрак Nestle Несквик Шоколад.шарики 375г
200376,маслины с/к супергигант,Maestro de Oliva,True,«Olive Line» S. L.,425г,,ж/б,Маслины с/к супергигант Maestro de Oliva 425г ж/б
104822,приправа майоран,Добрый гном,True,"ООО ""КАРЕ""",6г,,,Приправа Добрый гном Майоран 6г
201526,сыр мягкий а ла каймак,Не Бренд,,"Koncern ''Farmakom M,B,''",150 гр,70%,,Сыр мягкий А ла Каймак 70% 150 гр
245456,шоколадный напиток с какао/сахаром капсулы,Tassimo,True,Mondelez Deutschland Production GmdH & Co.,240г,,,Шоколадный напиток Тассимо с какао/сахаром 240г капсулы
612869,сыр брынза сербский,TM Mlekara Subotica,True,"""Mlekara"" AD, Сербия",500 г,45 %,,Сыр Брынза сербский Mlekara Subotica 45 %  500 г
200378,маслины мини б/к,Iberica,True,«Olive Line» S. L.,300г,,ж/б,Маслины мини б/к Iberica 300г ж/б
43491,колбаса вареная молочная гост б/о,колбасы и деликатесы Рублевские,True,"ООО ""МПЗ ""Москворецкий""",1 кг,,,"Колбаса вареная ""Молочная"" ГОСТ б/о ""Рублёвский"" 1 кг"
104635,карпаччо с/в из оленины мк,Клинский,True,"ОАО ""Мясокомбинат Клинский""",60г,,в/у + нарезка,Карпаччо с/в из оленины в/у 60г нарезка Клинский МК
108778,масло икорное,Балтийский берег,True,"ЗАО ""Балтийский Берег""",100г,,,Масло икорное Балтийский Берег 100г
110446,сырок творож ваниль флоупак,Ростагроэкспорт,True,ООО «РостАгроКомплекс»,90г,16.5%,,Сырок творож Ростагроэкспорт ваниль 16.5% 90г флоупак
44200,апельсины для сока,Не Бренд,,,кг,,,"Апельсины для сока, кг"
81505,сосиски папа может!,Останкино,True,"ОАО ""ОМПК""",600г,,,Сосиски Останкино ПАПА МОЖЕТ! 600г
125798,ягодный коктейль с/м,Витамин,True,"ООО ""ТК ""Мираторг""",300г,,,Ягодный коктейль с/м 300г Vитамин
112994,пирожное эклеры крем-брюле,Mirel,True,"ОАО ""Хлебпром""",180г,,,"Пирожное ""Эклеры"" Mirel крем-брюле 180г"
242300,семга филе-кусок х/к,а'море,True,"ОАО ""Рыбообрабатывающий комбинат №1""",300г,,,Семга филе-кусок Аморе х/к 300г
66267,конфеты марципановая картошка,Zentis,True,Zentis GmbH&Co,250г,,,Конфеты Zentis Марципановая картошка 250г
90283,яйцо куриное с1,"ЯЙЦА ""ЯРКОVО""  Столовые 1 категории (25)",True,"ПАО ""Птицефабрика Роскар""",,,25шт,Яйцо куриное С1 Ярково Роскар 25шт
60007,шоколад excellence апельсин,Lindt,True,Lindt & Sprungli (Schweiz) AG,100г,,,Шоколад Lindt Excellence Апельсин 100г
170263,каша овсяная черника,АХА,True,"ПАО ""Лантманнен Акса""",40г,,,Каша овсяная AXA Черника 40г
482033,вода мин газ леч-стол,Нарзан,True,"ОАО ""Нарзан""",0.5л,,ст/б,Вода Нарзан мин.газ.леч-стол.0.5л ст/б
393664,сок томат,Сады Придонья,True,"ОАО ""Сады Придонья"", Россия",1л,,т/пак,Сок Сады Придонья томат 1л т/пак
474032,майонез провансаль классический,Оскар,True,"ООО ""Ногинский пищевой комбинат""",850мл,67%,ведро,Майонез Оскар провансаль классический 67% 850мл ведро
44471,говядина охл лопатка н/к,Собственное производство,,,кг,,,"Говядина охл лопатка н/к, кг"
286911,сырный рулет с травами немчиновка,Не Бренд,,,1кг,30%,,Сырный рулет с травами 30% 1кг Немчиновка
145468,сыр российский,VALIO,True,ООО Валио,140г,50%,нарезка,Сыр Российский Валио 50% нарезка 140г
244873,масло крест,Домик в деревне,True,"ОАО ""Вимм-Билль-Данн""",180г,"72,5%",фольга,"Масло крест.Домик в деревне 72,5% 180г фольга"
594263,биотворог яблоко,Тема,True,"ОАО ""Компания ЮНИМИЛК""",100г,4.2%,,Биотворог Тема 4.2% Яблоко 100г
108395,желе фруктовое гармония мандарин в желе,Stailon,True,"ЗАО ""Молочный завод ""Преображенский""",150г,,,Желе фруктовое Stailon Гармония Мандарин в желе 150г
179737,паста фундук/какао/пшеничные палочки,Финети,True,"ООО ""Чипита""",45г,,,Паста Финетти фундук/какао/пшеничные палочки 45г
594598,хлеб бородинский в,Черемушки,True,"ОАО ""КБК ""Черемушки""",390г,,нар,Хлеб Бородинский в нар. 390г Черемушки
112064,сервелат в/к московский из охл мяса,ВЕЛКОМ,True,"ООО ""Мясокомбинат ""Павловская Слобода""",350г,,,Сервелат в/к Московский Велком  из охл. мяса 350г
157521,коктейль пастер молочный шоколад,Здрайверы,True,"ОАО ""Вимм-Билль-Данн""",270г,3%,,Коктейль пастер Здрайверы молочный 3% шоколад 270г
108620,салат из морской капусты в сырном соусе,Не Бренд,True,"ЗАО ""Балтийский Берег""",250г,,пл/б,Салат из морской капусты в сырном соусе. 250г Балтийский Берег пл/б
242360,овощи по-деревенски,Морозко,True,"ООО ""Морозко""",400г,,,Овощи по-деревенски  ОКЕЙ  400г
44061,колбаса вареная докторская,Мясная империя,True,"ООО ""МПК Мясная империя""",кг,,,Колбаса вареная Докторская Мясная Империя. кг
139923,конфеты со вкусом йогурта,Надежда КФ,True,"ООО КФ ""Надежда""",200г,,,Конфеты Коровалетта Молоконти со вкусом йогурта 200г
129278,капуста квашеная с хреном капустко,Не Бренд,,,200г,,,"Капуста квашеная с хреном ""Капустко"" 200г"
104823,приправа чеснок гранулированный,Добрый гном,True,"ООО ""КАРЕ""",10г,,,Приправа Добрый гном Чеснок гранулированный 10г
132123,желудки индейки охл,ЕВРОДОН,True,"ООО ""ЕВРОДОН"", Россия",700г,,,Желудки индейки охл ГВУ Индолина 700г
132902,сметана гл 12,ПРОСТОКВАШИНО,True,"ОАО ""Компания ЮНИМИЛК""",180г,25%,стакан,Простоквашино Сметана 25% 180г Стакан (ГЛ 12)
83348,семга с/с,Gustafsen,True,"ЗАО ""ИТА Северная Компания""",250г,,нарезка + в/у,Семга Gustafsen нарезка с/с 250г в/у
242957,пирожное профитроли с крем-брюле,Mirel,True,"ОАО ""Хлебпром""",180г,,,"Пирожное ""Профитроли"" Mirel с крем-брюле 180г"
76187,лимонад дюшес,Фруктомания,True,"ООО ""ФКПЧФ Бобимэкс тм""",3л,,,Лимонад Дюшес Фруктомания 3л
243945,бычки т/соус,Донской Орешек,True,"ООО ""Крепкий Орешек""",240г,,ж/б,Бычки Донской орешек т/соус 240г ж/б
81586,мороженое живое пломбир лесные ягоды,Не Бренд,True,,450г,,,Мороженое живое пломбир Лесные ягоды 450г Талосто
90467,молоко сгущ с сах и какао,Коровка из Кореновки,True,"ЗАО ""Кореновский  молочно-консервный комбинат""",270г,,д/пак,Молоко сгущ с сах. и какао 270г Коровка из Кореновки д/пак
124872,заменитель сахара 1200 табл,Maitre,True,"ООО ""Иновационные Продукты""",,,,Заменитель сахара Maitre 1200 табл
43683,паштет с маслом в фольге,МИКОЯН,True,"ЗАО ""Микояновский мясокомбинат""",1кг,,,Паштет с маслом в фольге 1кг Микоян
92706,чебуречки жаренки,Морозко,True,"ООО ""Морозко""",300г,,,Чебуречки жаренки Морозко 300г
108618,сельдь филе с/с дом/пос готовность,Балтийский берег,True,,800г,100%,,"Сельдь филе с/с дом/пос Готовность 100%, 800г ББ"
68616,соус салатный цезарь ст,Kuhne,True,Carl Kuhne KG (GmbH & Co),250мл,,бут,Соус KUHNE салатный Цезарь 250мл ст. бут
584112,нектар яблочный осветл,Фруктовый  сад,True,"ООО ""Лебедянский""",0.95л,,т/пак,Нектар Фруктовый Сад яблочный осветл.0.95л т/пак
132898,сметана,ПРОСТОКВАШИНО,True,"""Молочный комбинат ""Владимирский""",350г,25%,стакан,Сметана Простоквашино 25% 350г стакан
144203,мята,Не Бренд,,,25г,,упак,"Мята 25г, упак"
83326,морс ягодный сбор,Чудо-ягода,True,"ОАО ""ВБД Напитки""",0.25л,,т/пак,Морс Чудо-Ягода ягодный сбор 0.25л т/пак
113635,семена подсолнечника жареные,О'КЕЙ,True,"ООО ""Мысс Доброй Надежды""",300г,,,Семена подсолнечника ОКЕЙ жареные 300г
93302,каша 4 злака ассорти с фруктами,Домашнее БИСТРО,True,"ООО ""Си-Проджект""",6х40г,,,Каша 4 злака Дом.Бистро Ассорти с фруктами 6х40г
130928,Приправа д/рёбрышек барбекю,Maggi,True,,30г,,,Смесь Магги на второе д/рёбрышек барбекю 30г
242168,крупа манная семолина,Мистраль,True,"ООО ""Мистраль Трейдинг""",450г,,,Крупа Манная Семолина 450Г Мистраль
157334,десерт творож творожок клубника,Чудо,True,"ОАО ""Вимм-Билль-Данн""",100г,4.2%,,Десерт творож Чудо творожок клубника 4.2% 100г
93314,пюре картоф с ржан сухариками/грибами/жар луком т/ст,Домашнее БИСТРО,True,"ООО "" Си - Продукт"", Россия",50г,,,Пюре картоф. Картошечка с ржан.сухариками/грибами/жар.луком 50г т/ст
104660,колбаса вареная детская умка,Клинский МК,True,"ОАО ""Мясокомбинат Клинский""",200г,,,Колбаса вареная Детская УМКА Клинский МК  200г
57517,цыпленок табака охл,Ярославский Бройлер,True,"ООО ""Ярославский Бройлер"", Россия",кг,,,Цыпленок табака охл. Ярославский Бройлер. кг
120046,сахарная пудра с ванилью,Dr.Oetker,True,"ЗАО ""Д-р Оеткер""",40г,,,Сахарная пудра с ванилью 40г Dr.Oetker
244733,майонез nature,Calve,True,ООО «Юнилевер Русь»,390г,35%,,Майонез Calve Nature 35% 390г
56053,колбаса в/к московская в/с гост,Заповедные продукты,True,"ООО ""Дмитровские колбасы""",кг,,,Колбаса в/к Московская в/с ГОСТ. кг Заповедные продукты
153944,пельмени с семгой,Хорошая Кухня,True,"ООО ""Хорошая Кухня""",450г,,лоток,Пельмени Хорошая кухня с семгой лоток 450г
76986,зефир шармель в шоколаде,Ударница,True,,250г,,,Зефир Шармель в шоколаде 250г Ударница
80140,мороженое эскимо pink,Магнат,True,ООО «Юнилевер Русь»,80г,,,Мороженое эскимо  Магнат PINK 80г
196862,напиток сherry сильногазированный сша,Dr.Pepper,True,"""Dr.Pepper company""",0.355 л,,,Напиток Dr.Pepper Сherry сильногазированный 0.355 л США
98233,чай черный пакетированный,PL NoName,True,"ОАО ""ПЕТРОФАСК""",,,100пак,Чай черный пакетированный 100пак PL FP
242932,напиток к/м земляника,Имунеле,True,"ОАО ""Вимм-Билль-Данн""",100г,1.2%,,Напиток к/м Имунеле 1.2% 100г Земляника
547215,масло подсол раф дез,Аведовъ,True,"ООО ""Лабинский МЭЗ""",1л,,,Масло подсол раф дез Аведовъ 1л
181900,паштет деревенский деликатесный,Tulip,True,Tulip,500г,,,Паштет деревенский деликатесный Tulip 500г
153949,пельмени с индейкой,Хорошая Кухня,True,"ООО ""Хорошая Кухня""",450г,,,Пельмени Хорошая кухня с индейкой 450г
245204,мармелад сливочный ассорти,Alela,True,"ООО ""Кондитерская фабрика ""Алела""",200г,,,Мармелад Алурэ Сливочный ассорти 200г
242817,грибы опята консервированные маринованные,О'КЕЙ,True,"ООО ""ТАЙГА-ПРОДУКТ""",500г,,,Грибы опята ОКЕЙ консервированные маринованные 500г
243430,коктейль стерил молоч клубника tba,Смешарики,True,"ОАО ""Компания ЮНИМИЛК""",210г,"2,5%",,"Коктейль стерил молоч Смешарики клубника 2,5% 210г TBA"
205960,томаты очищ целые в с/с,Lutik,True,Giaguaro Spa,425г,,,Томаты очищ целые в с/с 425г Лютик
417394,нектар черника,SWELL,True,"ООО ""Производственная компания ""ЛИДЕР""""""""""",0.75л,,ст/б,Нектар SWELL черника 0.75л ст/б
140346,свинина грудинка охл б/к,Не Бренд,True,"ООО ""Мясокомбинат ""Всеволожский"", Россия",400г,,,Свинина грудинка охл б/к Самсон 400г
180959,семга ломтики с/с,О'КЕЙ,True,"ЗАО ""ИТА Северная Компания""",150г,,,Семга ОКЕЙ ломтики с/с 150г
73854,корнишоны коктейльные,Kuhne,True,Carl Kuhne KG (GmbH & Co),180г,,,Корнишоны Кюне коктейльные 180г
80900,биопродукт кефирный,VALIO,True,ООО Валио,330г,1%,,Биопродукт кефирный Гефилус 1% 330г
488636,вода пит газ,Аква Минерале,True,"ООО ""ПепсиКо Холдингс""",0.6л,,,Вода Аква Минерале пит.газ.0.6л
205955,шампиньоны резаные,Baleno,True,Xiamen Ovisen I/E Co. Ltd,800г,,,Шампиньоны резаные Baleno 800г
45195,печень куриная зам,Приосколье,True,"ЗАО ""Приосколье"", Россия",кг,,,"Печень куриная зам. Приосколье, кг"
125764,сыр грюйер кубики,Alpino,True,"ООО ""Аллгой"", Россия",180г,45%,,Сыр Грюйер Alpino 45% кубики 180г
80210,набор конфет классический,Вдохновение,True,"ОАО ""Кондитерский концерн Бабаевский""",450г,,коробка,Набор конфет Вдохновение Бабаевский классический 450г коробка
133170,нектар ябл/тыква,Сады Придонья,True,"ОАО ""Сады Придонья"", Россия",1л,,т/пак,Нектар Сады Придонья ябл/тыква 1л т/пак
183152,маца кошерная традиционная,BLOCKBUSTER,True,"""WITPOL sp.z.o.o.""",180г,,,Маца кошерная Традиционная 180г Блокбастер
594684,напиток из черноголовки б/алк сильногаз аромат дюшес,Напитки из Черноголовки,,"ООО ""ПК ""Аквалайф""",2л,,,Напиток из Черноголовки б/алк сильногаз аромат Дюшес 2Л
406660,вода пит негаз 1кат,Липецкий Бювет,True,"ОАО ""ПРОГРЕСС""",5л,,пэт,Вода Липецкий Бювет пит.негаз.1кат.5л ПЭТ
92677,блинчики с вишней,О'КЕЙ,True,"ООО ""Морозко""",370г,,,Блинчики ОКЕЙ с вишней 370г
245649,оливки зеленые б/к,ITLV,True,Fabricat si ambalat,195г,,дой-пак,Оливки зеленые ITLV б/к 195г дой-пак
92524,продукт молокосод сгущенка с какао ж\б,Молочная страна,True,"ООО ""Промконсервы""",380г,,,Продукт молокосод. сгущенка Молочная Страна с какао 380г ж\б
162142,чай зеленый флирт,Tess,True,"ООО ""НЕП"", Россия",,,25пак,Чай зеленый Tess Флирт 25пак
598067,сыр мраморный,Ичалки,True,"ОАО ""Сыродельный Комбинат Ичалковский""",фасовка 300 г,45%,,"Сыр ""Мраморный Ичалковский"" 45%  фасовка 300 г"
607802,пицца ассорти,Не Бренд,True,"ООО ""Морозко""",335г,,,Пицца ассорти La Trattoria 335г
146041,колбаса брауншвейгская с/к в/с,Малаховский,True,"ООО ""Малаховский мясокомбинат""",кг,,,Колбаса Брауншвейгская с/к Малаховский в/с. кг
245483,печенье с шоколадом,Alpen Gold,True,Mondelez Polska Production Sp. z.o.o.,135г,,,Печенье Alpen Gold с шоколадом 135г
122379,пельмени сибирские,Морозко,True,,900г,,,Пельмени Сибирские Морозко 900г
241561,кофе нуар зерно,EGOISTE,True,Deutsche Extract Kaffee,250г,,м/у,Кофе Эгоист Нуар 250г зерно м/у
242364,овощная смесь мексиканская,Морозко,True,"ООО ""Морозко""",400г,,,Овощная смесь мексиканская ОКЕЙ  400г
241282,колбаса московская в/к,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",кг,,,Колбаса Московская ДЫМОВ в/к. кг
92369,семга филе-кусок с/с,а'море,True,"ОАО ""Рыбообрабатывающий комбинат №1""",300г,,в/у,Семга Аморе филе-кусок с/с 300г в/у
22243,редис фасованный,Не Бренд,,,500г,,уп,"Редис фасованный 500г, уп"
48690,шашлык куриный,Первая Свежесть,True,"ООО ""Элинар-Бройлер"", Россия",кг,,,"Шашлык куриный Элинар, кг"
84016,кетчуп острый,Heinz,True,"ООО ""Петропродукт - Отрадное""",350г,,дой-пак,Кетчуп HEINZ Острый дой-пак 350г
121102,сахар кусковой,Невский,True,"ЗАО ""Санкт-Петербургский сахарный завод""",250г,,,Сахар кусковой Невский 250г
104741,приправа перец черный молотый,Добрый гном,True,"ООО ""КАРЕ""",10г,,,Приправа Добрый гном Перец Черный молотый 10г
108399,десерт удовольствие лесное ассорти,Stailon,True,"ЗАО ""Молочный завод ""Преображенский""",150г,,,Десерт Stailon Удовольствие Лесное ассорти 150г
68932,конфитюр клубника,Schwartau,True,Schwartauer Werke GmbH&Co,340г,,,Конфитюр Schwartau клубника 340г
93284,набор варенье клубн варенье брусн мед гречиш new [ст/бан 230г 230г ],Лесные угодья,True,"ООО "" Си - Продукт"", Россия",250г,,,Набор ЛЕСНЫЕ УГОДЬЯ варенье клубн+варенье брусн+мед гречиш) NEW [ст/бан (230г+230г+250г)]
42609,форель атлантич стейк охл,Собственное производство,,,кг,,,"Форель атлантич. Стейк охл., кг"
431436,нектар вишня осв,Я,True,"ООО ""Лебедянский""",0.97л,,т/пак,Нектар Я вишня осв.0.97л т/пак
594516,молоко утп тб,Вкуснотеево,True,"ОАО ""Молвест""",950г,1.5%,,Молоко УТП Вкуснотеево 1.5% 950г ТБ
244979,круассан ваниль,7 Days,True,"ООО ""Чипита""",65г,,,Круассан 7 Days ваниль 65г
65575,компот из слив,О'КЕЙ,True,"""Фрукто Сливен""",570г,,,Компот ОКЕЙ из слив 570г
194665,сыр тет де муан,Emmi,True,Emmi,100г,,,Сыр Emmi Тет де Муан 100г
243156,лапша квисти со вкусом курицы,Доширак,True,"ООО""Доширак Коя""",70г,,,Лапша Доширак Квисти со вкусом курицы 70г
122483,паштет из гусиной печени,Hame,True,"ЗАО ""ХАМЕ ФУДС""",117г,,ж/б,Паштет  из гусиной печени Хаме 117г ж/б
104921,сода пищевая,Добрый гном,True,"ООО ""КАРЕ""",35г,,,Сода пищевая Добрый Гном 35г
200394,оливки фарш каперсами,Iberica,True,«Olive Line» S. L.,300г,,ж/б,Оливки фарш.каперсами Иберика 300г ж/б
116084,мини-сушки с маком,О'КЕЙ,True,"ООО ""Воплощение""",200г,,,Мини-сушки ОКЕЙ с маком 200г
92525,горошек зеленый,Канада Грин,True,"ООО ""Промконсервы""",316г,,,Горошек зеленый Канада Грин 316г
129244,морковь по-корейски капустко,Не Бренд,,,200г,,,"Морковь по-корейски ""Капустко"" 200г"
466285,персики в сиропе половинки,Барко,True,Linyi Qiwei Canned Foodstuff Co.,425мл,,ж/б,Персики в сиропе половинки Барко 425мл ж/б
104895,кокосовая стружка белая,Добрый гном,True,"ООО ""КАРЕ""",40г,,,Кокосовая стружка белая Добрый гном 40г
199666,кофе в зернах греко,Фреско,True,"ООО ""Кофейный Мир""",250г,,,Кофе в зернах Фреско Греко 250г
76165,напиток б/алк ароматизир оригинальный,Ретро,True,"ООО ""ФКПЧФ Бобимэкс тм""",1 л,,,Напиток Старые Добрые Традиции Бобылево б/алк ароматизир оригинальный 1 л
182297,приправа куркума молотая,Kamis,True,"McCormick Polska S.A., Польша",20г,,,Приправа Kamis Куркума молотая 20г
93010,творог контейнер верещагина,Из Вологды,True,"ОАО ""Учебно-опытный молочный завод ""ВГМХА имени Н.В.Верещагина""",450г,1.8%,,Творог Из Вологды 1.8% 450г контейнер Верещагина
159816,пирожное северный мед с натуральными сливками,Север,True,"ООО ""Север-Метрополь""",340г,,,Пирожное Северный мед с натуральными сливками 340г Север
84299,макароны бантики фарфалле,Grand di Pasta,True,"ОАО ""МАКФА""",400г,,,Макароны Grand di Pasta Бантики Фарфалле 400г
244108,продукт йогуртовый терм лесные ягоды,Чудо,True,"ОАО ""Вимм-Билль-Данн""",115г,"5,1%",,"Продукт йогуртовый Чудо терм 5,1% Лесные ягоды 115г"
200688,оливки зеленые с перцем,ITLV,True,,300г,,ж/б,Оливки ИТЛВ зеленые с перцем  300г ж/б
141258,семечки белые соленые,От Мартина,True,"ООО ""МАРТИН""",100г,,,Семечки От Мартина белые соленые 100г
111505,блины с вишней,С Пылу С Жару,True,"ООО ""Лина""",360г,,,Блины С пылу с жару с вишней 360г Лина
240548,нектар мультифруктовый с мякотью,Фруктовый  сад,True,"ООО ""Лебедянский""",0.2л,,т/пак,Нектар Фруктовый Сад мультифруктовый с мякотью 0.2л т/пак
52137,огурцы малосольные,Не Бренд,,,100г,,,"Огурцы малосольные, 100г"
110291,салат окинава,Не Бренд,True,,75г,,уп,"Салат Окинава ""Белая Дача"" 75г, уп"
152916,шоколад черный белый молочный в кусочках,Schogetten,True,Triumf Schokoladefabrik GmbH,100г,,,Шоколад Schogetten черный. белый. молочный в кусочках 100г
199626,макароны 30 вермишель филини,Barilla,True,Barilla G. & R. Fratelli,500г,,,Макароны Barilla 30 Вермишель Филини 500г
599569,йогурт zdravo! вишня сербия,TM Mlekara Subotica,True,"AD ""MLEKARA""",250г,"1,3%",,"Йогурт  Zdravo! 1,3% Mlekara Subotica вишня 250г Сербия"
602379,масло сливочное arla,Natura,True,ООО «Невские сыры»,180г,82%,,Масло сливочное Arla Natura 82% 180г
