raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
90035,ванильный сахар,Печем Дома,True,"ОАО ""Русский продукт""",30г,,,Ванильный сахар Печём дома 30г
242195,крупа горох орегон зеленый колотый,Мистраль,True,"ООО""Мистраль""",500г,,,Крупа Горох Орегон зеленый колотый 500г Мистраль
157197,кефир,Домик в деревне,True,"ОАО ""Вимм-Билль-Данн""",515г,1%,,Кефир Домик в Деревне 1% 515г
93515,пюре картоф ржан сухар/малосол огурец т/ст,Картошечка,True,"ООО ""Си-Проджект""",50г,,,Пюре картоф. Картошечка Ржан.сухар/Малосол.огурец 50г т/ст
243657,конфеты белочка,Бабаевский,True,"ОАО ""Кондитерский концерн Бабаевский""",250г,,,Конфеты Белочка Бабаевский 250г
242110,хлеб классика,Ржаной край,True,"ЗАО БКК ""Коломенский""",300г,,,Хлеб Ржаной Край классика 300г Коломенский
41963,говядина охл вырезка п/ф,Мясо,,,кг,,,Говядина охл. вырезка п/ф. кг
245601,бисквитное пирожное delice,Kinder,True,Ferrero S.p.A.,42г,,,Бисквитное пирожное Kinder Delice 42г
618382,стейк из корейки молодого новозеландского барашка н/к охл,Австралийский Торговый Дом,True,"ООО ""Компания ""Австралийский Торговый Дом"", Россия",360г,,в/у,"Стейк из корейки молодого новозеландского барашка АТД н/к охл., 360г  в/у"
44483,говядина охл бедро н/к,Собственное производство,,,кг,,,"Говядина охл бедро н/к, кг"
205669,морская капуста в кунжутном масле,Midori,True,"Жинхен фуд Ко., Лтд.",80г,,,Морская капуста в кунжутном масле Midori 80г
206666,чай файн эрл грей,Hillway,True,Empire Teas (Pvt) Ltd,,,25пак,Чай Hillway Файн Эрл Грей 25пак
86406,пельмени с телятиной,Сибирский размер,True,"ООО ""РАВИОЛИ""",800г.,,,Пельмени Сибирский размер с телятиной 800г.
602014,ризотто с белыми грибами,Riso Scotti,True,RISO SCOTTI S.p.A.,210г,,,Ризотто с белыми грибами 210г Riso Scotti
56372,сыр плав копченый,ТМ Аланталь,True,"ОАО ""Маслосырзавод ""Порховский""",кг,40%м.д.ж. в сух вещ-ве,,Сыр плав.копченый Аланталь 40%м.д.ж. в сух вещ-ве кг МЗ Порховский
165611,шоколад в форме конфет,Особый,True,"ОАО ""Оркла Брэндс Россия""",200г,,,Шоколад в форме конфет Особый 200г
180721,тунец филе натуральный ключ,Морской Котик,True,И.С.А. Вэлью Ко Лтд,170г,,,Тунец филе Морской котик натуральный 170г ключ
90884,кофе молотый для заваривания в чашке,Черная Карта,True,ПЛЕНОЧНЫЕ МАТЕРИАЛЫ ВЫСОКОБАРЬЕРНЫЕ,250г,,в/у,Кофе молотый Черная Карта для заваривания в чашке 250г в/у
242853,продукт творож клубника/земляника,Чудо,True,"ОАО ""Вимм-Билль-Данн""",335г,4%,,Продукт творож Чудо клубника/земляника 4% 335г
108628,салат из морской капусты натуральный,Балтийский берег,True,"ЗАО ""Балтийский Берег""",250г,,пл/б,Салат из морской капусты Балтийский Берег Натуральный 250г пл/б
49435,колбаса докторская в/с в п/ам об,Не Бренд,,"ОАО ""Мясокомбинат Клинский""",1кг,,,Колбаса ДОКТОРСКАЯ в/с в п/ам. об. 1кг
81078,икра лососевая зернистая,Меридиан,True,"ООО""Меридиан""",90г,,ст/б,Икра лососевая Меридиан зернистая 90г ст/б
242941,пирожное картошка шоколадная,Масконти,True,"ЗАО ""Масконти Лтд""",260г,,5шт,"Пирожное ""Картошка шоколадная"" Масконти 5шт 260г"
602514,каша пшенная тыква,Ого!,True,"ООО ""Эверест""",350г,,,Каша пшенная ОГО! Тыква 350г
44269,крылышки куриные в маринаде охл,Петелино,True,,кг,,,Крылышки куриные в маринаде Петелинка охл. кг
124860,чай черный кения,Maitre,True,,100г,,ж/б,Чай Мэтр Черный Кения ж/б 100г
81017,сельдь сп/пос крж,Меридиан,True,"ОАО ПКП ""Меридиан"", Россия",1300г,,,Сельдь Меридиан сп/пос КРЖ 1300г
380492,нектар грейпфрут/лимон,Любимый,True,"ОАО ""Вимм-Билль-Данн""",1.93л,,т/пак,Нектар Любимый грейпфрут/лимон 1.93л т/пак
55838,цыпленок 1 кат зам,Ярославский Бройлер,True,"ООО ""Ярославский Бройлер"", Россия",кг,,,Цыпленок 1 кат. зам. Ярославский Бройлер. кг
242252,сосиски по-венски,КампоМос,True,"ООО""ПИТ-ПРОДУКТ""",336г,,,Сосиски По-венски КампоМос 336г
43494,сосиски венские,Рублёвский,True,"ООО ""МПЗ ""Москворецкий""",кг,,,Сосиски Венские Рублёвский. кг
111909,Брынза для греческого салата classik,Сиртаки,True,"ОАО ""Северное молоко""",200 гр,40%,,Сиртаки для греческого салата  Classik 40%  200 гр
574791,молоко козье,Полезные продукты,True,ИП Соколова В.А.,0.31л,2.5%,,Молоко козье Полезные продукты 2.5% 0.31л
158401,крупа гречневая,Макфа,True,"ОАО ""МАКФА""",800г,,,Крупа гречневая 800г Макфа
594836,масло олив,ITLV,True,ACEITES BORGES,500мл,100%,,Масло олив ITLV 100% 500мл
121915,крупа рис пропаренный,О'КЕЙ,True,Агроальянс,900г,,,Крупа Рис ОКЕЙ пропаренный 900г
43547,капуста брокколи,Не Бренд,,,кг,,,"Капуста брокколи, кг"
118299,чай черн цейл ориджинал цейлон,Curtis,True,,25х2г,,,Чай черн цейл Кертис Ориджинал Цейлон 25х2г
144301,набор пряно-вкусовой зелен,Не Бренд,,,130 гр.,,,"Набор пряно-вкусовой зелен,  130 гр."
180933,морской коктейль в/м,Не Бренд,True,Тай Юнион Фрозен Продактс Паблик,430г,,,Морской коктейль в/м. 430г Emborg
306852,коктейль стерил молоч шоколад,Nesquick,True,"ОАО ""Останкинский молочный комбинат""","0,2л","2,1%",,"Коктейль стерил молоч Шоколад Nesquik 2,1% 0,2л"
242343,пельмени сибирские,Цезарь,True,"ООО ""Морозко""",900г,,,Пельмени сибирские Цезарь 900г
243088,масло крестьянское,ПРОСТОКВАШИНО,True,"ОАО ""Компания ЮНИМИЛК""",180г,"72,5%",фольга,"Масло Простоквашино крестьянское 72,5% 180г фольга"
